area	bedrooms	bathrooms	floor	age	distance_to_metro	school_proximity	price
1198.650217	4	3	6	20	5.41	1.08	106.7185852
1131.926151	2	3	0	18	14.46	8.54	113.7944037
1018.70878	1	1	0	28	14.05	5.11	67.27290923
1478.554979	2	4	4	19	12.74	7.69	119.4625345
1582.122083	1	4	23	14	13.81	2.23	130.5562543
1235.362755	2	1	8	25	6.79	8.31	90.04517951
1791.012032	1	2	11	21	8.09	9.25	129.9877971
743.3243543	1	2	5	9	11.16	6.39	62.87239163
1122.536216	3	4	27	10	10.47	1.15	114.4600548
913.2710718	1	3	12	4	13.37	8.96	79.08844253
453.3853532	1	2	25	8	10.77	7.95	38.64740582
1166.927726	3	2	27	28	14.97	7.53	90.53533802
1151.300997	5	3	7	10	5.29	0.46	117.3573196
1805.379897	5	2	14	26	12.51	8.01	151.1367023
1452.324674	3	1	5	29	10.49	1.47	122.5347198
790.3252703	4	2	26	18	10.4	2.3	75.51861004
1941.637027	1	3	5	1	4.95	5.81	176.1646486
1688.413478	1	1	3	5	11.81	2.72	137.8729831
1432.839081	3	2	10	28	13.52	6.65	113.6539242
1109.40636	3	4	20	22	3.36	6.12	112.8971964
816.2243053	4	1	29	20	9.42	1.17	85.90937538
1051.11729	5	1	17	0	5.94	6.59	121.7695951
1635.499448	2	4	2	2	14.84	9.25	161.4623814
1953.834522	5	4	2	2	7.23	1.69	205.9165808
1817.297411	1	2	29	27	3.5	6.01	134.0713537
1004.460231	3	2	11	13	5.79	3.48	89.28619712
752.1530267	4	3	26	19	9.84	4.65	76.39777422
1256.354499	5	3	20	29	1.23	2.94	123.5511897
492.6242538	4	1	29	25	9.09	3.61	55.01890891
1329.267086	5	4	20	21	13.98	0.39	135.7192904
1140.958965	1	4	5	4	12.77	9.82	93.26159135
1013.585399	2	3	20	16	1.11	6.29	112.6195839
562.1187731	4	1	27	14	14.9	5.06	68.58350197
1405.440043	4	1	5	5	10.51	3.9	114.084924
986.9196641	2	3	7	13	2.52	5.44	84.78879359
732.0332657	4	3	14	13	0.28	3.86	103.6110628
300	4	3	17	24	2.65	3.66	58.59028985
1188.994038	5	2	19	26	12.59	4.69	114.2860412
1908.900639	5	1	28	16	0.42	2.83	185.0534485
1864.503686	2	1	15	7	3.57	1.88	166.8411267
1017.161497	1	1	5	7	11.38	5.61	88.09491412
959.1151759	4	3	27	18	8.83	8.44	96.14598049
1387.509702	1	3	20	28	11.76	1.61	123.6780033
800.6458243	2	3	16	8	11.22	0.42	73.43922646
1320.71676	2	3	8	10	0.85	2.54	131.7852954
1506.432111	5	4	18	12	13.4	9.8	151.4979221
1690.77329	4	3	17	12	3.48	8.3	164.090045
1159.938369	3	2	24	26	8.35	6	107.7066629
1118.5305	2	4	22	23	9.7	9.3	102.4886581
848.8069653	4	4	4	18	2.61	4.51	94.9161474
869.2478584	1	3	27	25	14.65	9.83	50.38915137
1109.408443	5	1	5	20	7.37	3.03	103.0068451
1346.946203	1	3	11	18	0.96	2.48	113.7820318
1565.43385	2	1	10	4	14.07	6.42	110.6548606
878.7284197	2	3	15	15	8.84	3.84	94.03588722
1797.075428	1	3	19	8	10.52	6.3	132.2418041
1091.55056	2	1	16	27	7.93	3.12	108.426647
1191.453082	4	1	19	19	12.54	6.22	98.51437326
901.1153283	2	1	8	21	0.59	2.83	83.83367311
300	5	1	0	2	4.1	0.6	45.45106501
1553.618159	4	2	25	18	7.1	9.13	144.3111212
1494.737559	3	1	2	4	1.24	8.84	139.410082
1087.468977	2	3	20	7	10.62	9.71	97.59649453
1226.796287	2	3	22	13	5.97	7.19	104.8564674
1406.375687	5	2	8	23	4.16	6.86	141.3382127
574.9816572	5	1	21	2	0.15	5.63	75.07535851
988.3789291	1	3	18	23	10.83	1.35	83.28197662
1517.705872	1	2	12	12	12.52	1.97	129.4362869
698.2842307	1	3	22	10	5.99	2.97	84.81182892
1317.423173	5	2	13	28	8.51	8.91	128.1128633
657.3672782	1	2	19	7	3.49	1.81	70.35217346
1386.571993	1	4	18	18	9.37	9.24	115.2100792
1185.743407	3	4	29	9	0.28	5.28	130.9335931
553.9472736	1	1	22	28	7.38	7.18	46.38290305
1665.895742	2	4	26	25	9.7	1.19	137.7365415
906.1633693	5	2	26	17	13.78	2.76	100.2811629
875.8990252	4	3	6	25	5.78	9.59	77.59397973
1280.227679	3	3	3	17	11.5	2.73	121.4973449
1659.45494	5	1	11	24	9.01	3.04	155.9266665
793.6712724	5	4	22	6	13.91	2.06	87.43805091
1224.67194	2	1	26	15	6.04	1.38	94.69794911
1371.5266	1	2	13	5	4.85	2.41	122.8284377
1477.242243	2	4	1	15	13.32	6.46	100.2286711
1270.576622	1	1	0	15	0.83	4.61	110.6784867
1053.188864	1	3	27	22	2.13	5.58	82.75270331
868.9639117	5	3	17	23	1.33	1.31	135.5056297
1234.457553	1	1	19	27	12.66	8.04	97.21955652
771.1443952	3	1	7	0	0.26	7.86	88.8135469
300	3	1	2	23	12.94	0.31	43.04810058
1374.623922	3	2	25	18	6.82	3.9	132.7162648
1561.573936	5	2	5	2	0.16	0.78	157.4745165
300	2	3	21	5	6.08	7.94	35.59764198
796.1077181	4	2	12	3	2.88	7.4	104.1072875
1447.661704	1	2	8	3	9.4	9.03	112.203562
2022.998188	4	4	8	3	10.22	2.44	197.0770356
1208.317483	2	2	19	9	7.36	4.62	117.3849786
908.7988235	2	4	8	8	0.7	1.93	100.7134725
1126.841424	5	2	14	7	9.88	3.78	119.2906128
1749.950568	3	3	12	18	12.65	5.27	158.9179847
941.6143284	3	1	21	16	10.83	0.63	94.67004259
880.3231973	2	3	15	16	12.47	7.18	80.19962906
1006.902591	5	2	1	0	3.09	5.48	118.3306638
818.6685567	5	1	25	19	13.34	8.31	82.21104225
1249.068126	1	1	13	13	4.9	2.79	88.09808726
1849.871383	3	1	26	21	0.3	9.04	177.653507
1329.231709	2	4	5	19	12.67	9.99	109.3169635
1099.058599	4	3	1	26	14.13	9.2	87.25901445
1083.275492	3	4	7	10	9.87	7.8	111.5726786
574.7236765	1	1	3	2	3.55	8.14	62.9201903
1553.243911	5	3	20	23	3.85	5.78	142.751247
1168.865121	2	3	23	29	7.05	1.98	103.6406075
1127.808035	3	2	13	7	13.48	6.8	101.4819935
2477.243027	4	4	10	21	2.33	7.16	225.8762729
1319.501163	1	4	23	24	12.41	9.86	119.0202911
899.28358	1	2	27	27	4.44	5.46	74.54513303
1029.456962	3	4	13	9	12.15	2.79	101.7455096
1659.378284	4	1	11	16	13.81	6.87	133.878585
1245.308164	1	1	15	28	6.47	9.8	84.77225793
624.6888087	2	4	5	7	5.54	1.85	79.26753051
1567.691574	1	2	19	21	12.05	3.33	119.093125
932.7423658	4	3	0	0	7.99	5.46	102.7840955
1949.31911	5	4	11	19	10.3	1.79	186.6352137
1632.019226	5	3	6	20	9.38	0.32	158.6864326
1021.071242	3	2	7	6	2.38	3.44	110.4273099
1712.406545	4	3	8	23	12.69	8.67	148.6416919
1227.142204	1	2	1	8	3.02	0.53	122.3693815
1541.10947	1	2	16	27	13.99	4.35	141.9310654
1393.893127	5	1	19	11	3.83	7.65	150.5885571
861.457338	5	1	12	21	11.03	9.54	76.925686
942.5800671	2	2	4	25	4.34	9.86	92.96547342
1611.984327	5	4	9	8	4.84	4.28	157.1888382
1066.089867	2	1	11	19	4.72	9.51	84.85261368
1038.540615	1	2	16	23	11.24	0.45	90.80407839
817.9509683	2	3	20	2	8.4	7.48	89.13074154
1369.439626	2	3	5	3	13.26	6.46	126.9905303
2025.009968	3	4	2	9	4.68	2.57	185.9258186
772.9868343	5	3	27	3	10.41	5.12	86.91650898
1209.687783	2	3	14	21	11.32	1.38	106.898537
1764.888222	1	2	6	8	2.36	8.73	150.8521605
1168.143444	4	3	29	21	6.07	3.64	125.637233
1380.948718	2	3	5	0	7.29	6.3	127.9145573
775.0425887	5	3	3	4	5.4	1.67	98.11927914
1371.322839	3	3	18	8	4.9	2.14	120.8554144
1125.142294	1	2	4	4	10.33	9.92	102.4326859
1594.291998	3	3	2	5	3.32	7.56	157.2351336
1674.954421	4	4	25	18	10.67	9.62	128.6363283
2235.825457	2	1	24	7	14.03	3.03	188.5562231
1431.853269	2	4	8	9	8.52	1.73	131.4284925
1330.318527	5	1	5	10	9.21	5.08	137.0689129
1277.753721	2	4	12	12	1.13	5	126.8131989
1058.733483	1	1	26	19	12.98	1.83	73.11493467
1335.393537	4	1	21	3	4.35	7.36	149.5139556
1081.839436	3	1	27	10	9.26	3.68	116.2108347
1267.384391	4	1	29	11	14.69	1.95	112.8459553
1727.039014	2	2	19	4	8.97	3.39	157.4135075
797.3829739	3	4	3	29	10.9	5.68	69.07437681
1655.951424	5	1	1	9	6.74	7.29	139.9912227
1726.846027	4	4	25	24	1	4.87	181.228659
1152.772589	3	3	3	28	11.98	5.3	90.62839215
351.2580404	3	1	7	23	0.62	1.48	60.40805054
956.8712052	3	4	12	6	10.54	9.16	102.5459782
1718.797819	1	2	9	20	0.44	9.29	148.4154206
1190.852775	4	4	17	8	12.95	6.87	116.8230559
800.2791071	3	1	8	8	2.45	0.27	96.8807424
998.0900315	4	3	29	9	7.76	5.42	96.39511268
1536.248011	3	4	0	9	9	6.33	157.8800098
1418.693427	5	3	12	1	6.92	9.95	147.1635513
1104.42716	5	2	17	3	5.18	9.96	133.620418
1053.270235	5	4	14	7	7.07	8.59	116.1825151
1043.29674	2	4	1	28	4.74	0.73	101.6167782
831.0359262	3	2	10	13	6.63	9.54	83.03379928
1846.150276	2	2	28	16	5.45	6.17	164.9760566
1071.071812	4	2	13	12	8.54	8.03	122.1224773
1686.863408	2	1	21	20	3.65	4.13	140.8843835
1808.526421	4	1	14	23	14.83	3.26	149.4990946
1599.324359	4	4	13	17	7.56	4.69	153.4295978
1027.351875	4	4	15	17	2.99	1.55	92.70569662
1361.492036	2	4	22	12	7.21	3.63	122.8142942
1190.321757	3	3	28	7	13.01	8.59	103.3432664
838.5192557	2	2	14	25	0.42	0.48	111.0745672
1329.743713	3	4	18	11	10.23	1.59	131.9162039
728.3840835	3	2	26	24	8.26	1.34	76.22154987
1675.071755	4	1	8	22	2.63	4.09	139.8910852
1014.153081	2	2	4	23	12.28	9.97	77.2929677
1280.463862	3	3	4	20	5.6	1.82	132.6220954
1313.315149	5	3	10	0	4.48	1.54	172.6236774
1096.438011	3	2	27	19	12.44	9.16	85.11606105
1434.677521	5	3	19	17	9.61	8.83	118.5224087
1010.038537	2	3	24	2	13.48	0.42	89.53740714
1548.518919	2	1	23	11	9.49	7.54	121.2482521
661.6081279	2	4	27	18	11.14	6.59	54.66887792
1250.551832	3	3	3	24	12.56	7.7	114.8872172
1975.5716	1	4	19	12	0.92	5	182.3695684
799.8674702	3	2	17	9	11.66	9.91	62.28521004
928.9020118	3	2	24	14	9.24	0.53	105.9621942
1405.56314	4	3	2	19	1.14	2.42	162.5714126
1271.832713	4	2	3	1	7.68	4.03	112.7565293
6701.260199	3	1	13	18	1.33	4.55	137.760643
1395.674852	5	3	6	2	11.07	9.22	137.2928074
1453.888587	4	3	25	13	8.24	5.64	129.9909537
1643.879937	3	3	7	6	14.31	0.55	135.346445
1363.927463	1	2	23	7	2.83	4.14	120.3783475
1103.496938	5	2	15	28	9.13	4.22	100.7292005
1469.02948	2	3	19	10	3.25	9.66	136.3692947
1959.952774	3	4	14	28	9.25	6.03	190.3326487
1146.946501	3	2	6	21	10.87	6.39	94.02050685
810.1882781	5	2	25	19	10.86	7.16	68.48941982
1642.832268	4	3	16	5	12.24	7.72	148.7607957
1151.847534	4	4	21	28	12.82	6.39	115.0718727
330.9321816	4	3	21	10	1.25	2.45	59.53775995
1538.968671	2	2	21	16	5.21	8.75	139.3802661
985.8687256	5	3	11	28	10.34	7.35	97.28145846
1163.786687	5	3	17	9	7.53	7.44	123.2265838
1332.792132	4	3	23	23	2.94	9.97	143.4916281
1276.199872	4	4	13	16	8.34	8.05	114.9666797
1483.780727	1	3	14	20	6.17	8.31	113.2438624
1025.805452	1	2	14	1	5.91	9.52	83.76850147
1405.242319	3	3	4	5	12.17	1.6	136.4886081
1096.181329	3	4	15	24	6.17	5.03	106.8008238
1495.524192	5	1	4	4	0.49	5.85	162.4752357
1446.146994	5	4	1	3	0.97	3.36	161.5792876
825.8245192	2	3	19	29	12.86	8.41	61.44993391
1634.392846	2	1	27	1	14.41	7.65	138.1309932
985.614622	1	3	24	11	10.36	7.24	101.089752
1523.223119	3	4	8	2	5.53	9.97	136.6229331
1346.914925	1	1	21	5	14.09	2.67	100.0076309
1935.273471	1	1	26	23	9.98	7.38	148.8528512
1110.613607	3	3	8	13	12.68	5.56	122.0098252
1060.273282	2	3	3	7	11.51	3.2	88.23337099
1192.232158	3	4	14	20	5.75	1.69	119.0266195
1078.728087	4	3	10	20	7.23	8.97	95.67222679
1519.976761	4	1	0	25	2.87	6	142.8359287
553.4757566	4	2	17	13	4.45	8.27	46.17943781
778.5270323	5	2	28	28	11.69	5.5	65.49244537
772.8788314	2	4	0	2	13.42	2.28	92.68574853
1580.123037	2	3	7	15	10.89	3.44	137.1830563
1884.245349	5	4	24	14	7.03	3.88	176.746185
1158.220313	1	2	15	6	1.39	9.73	105.7475146
1132.471311	4	2	25	14	0.95	0.16	122.6967523
1228.020865	4	3	27	12	5.68	9.86	127.1457499
1664.751321	1	1	21	5	7.01	9.81	116.662258
829.0587463	3	3	17	14	9.18	9.96	68.97402654
1295.347593	3	2	21	16	0.2	4.82	117.9830651
1590.079052	2	1	8	3	14.85	9.64	134.4685366
7002.18834	5	4	11	21	5.52	4.02	143.6319098
1275.832647	2	2	18	26	12.74	0.36	118.8966107
1600.418437	3	4	24	21	8.07	2.32	156.2848898
300	1	1	17	26	2.04	9.46	20.52495278
1471.150128	2	4	26	13	11.98	0.24	133.12855
938.3697267	4	2	4	14	10.68	5.51	104.7844246
467.7468413	4	3	26	27	7.96	0.85	72.01989581
1404.48104	1	4	1	11	7.77	2.94	126.2256882
1749.463418	3	2	6	18	1.4	0.97	154.6507021
1145.020594	4	2	26	21	9.87	8.61	82.36101213
1581.149819	4	1	9	27	13.68	5.95	108.8049571
1844.911303	5	2	14	9	1.49	9.03	184.8017302
1725.965781	2	3	24	5	4.03	6.91	163.7331635
1855.985812	3	3	6	27	13.54	9.71	143.2089001
1496.850996	2	4	27	24	4.34	5.15	148.4349492
1230.173456	3	4	4	8	9.84	6.42	117.4004498
559.2136752	4	4	14	1	8.07	5.81	71.02112055
1101.575005	5	4	19	3	8.99	4.89	135.6376189
862.7013619	2	3	27	8	6.3	8.47	95.06571453
2068.377087	4	1	19	14	4.57	6.48	185.2862081
1129.645675	3	4	14	29	0.82	8.03	115.6389636
1249.281923	2	1	9	12	11.19	7.89	108.6396911
1420.59415	2	2	23	19	11.22	1.99	141.8442008
1217.440979	4	2	25	7	10.09	6.54	116.245074
1878.020416	2	4	28	25	9.69	2.08	149.6509165
950.9402553	5	2	25	27	3.73	5.87	105.6580043
1277.842982	5	1	13	18	0.43	6.81	130.8855893
903.0117657	4	1	25	18	12.15	9.97	79.80812486
671.9909955	3	2	25	24	7.42	0.4	68.22305005
955.2923636	4	4	9	15	4.67	1	93.60614302
1185.185281	5	1	16	10	1.62	0.86	132.7966132
1028.27911	1	1	20	9	1.03	4.04	92.70276694
923.0316081	1	3	13	7	5.3	8.23	83.30784842
637.4730145	2	4	1	0	12.09	8.46	62.74006994
1166.757771	2	3	15	9	13.79	7.4	99.98060975
598.1118504	1	2	12	29	13.46	8.98	38.61744728
1504.022385	5	2	26	17	13.81	3.3	138.3167357
1232.975901	2	3	8	2	13.63	0.97	126.0542233
616.9794002	4	4	6	29	7.96	0.68	79.32403001
1076.316369	4	1	15	10	3.37	8.54	107.4983092
899.1374378	5	2	9	17	11.99	7.33	78.8252361
1327.669804	2	4	23	2	3.28	7.02	138.4668658
1736.180178	4	4	21	7	4.08	3.46	171.5813586
449.9310121	2	2	8	26	3.58	3.86	44.90303009
1246.010432	2	2	21	26	7.77	9.59	87.49798392
1135.946882	4	4	22	27	4.9	0.73	122.0474587
1468.536031	1	1	6	13	2.4	7.76	150.8287399
1285.278651	4	3	15	5	6.85	3.17	128.5034258
899.2122673	5	2	8	14	13.12	0.49	101.0270048
1072.378426	3	3	26	13	8.6	7.45	114.4688649
881.5896573	4	4	23	6	13.19	3.38	90.76540158
1630.402855	2	3	28	9	3.02	7.25	126.2563369
1208.524659	2	1	16	14	2.59	7.11	115.8410877
1960.476274	4	4	19	28	8.68	5.39	175.9032167
1175.735674	3	1	6	9	7	7.8	111.0321958
916.6372932	4	4	10	21	9.94	5.85	93.77193944
594.514243	3	1	7	16	11.94	2.94	67.47917306
478.7441295	3	4	6	26	11.29	7.37	46.8802981
566.3456228	5	1	27	18	14.14	5.93	79.30449387
1306.85066	2	4	18	28	6.03	0.23	127.1085454
1403.490009	2	1	19	16	3.18	9.03	131.3540537
567.5237192	3	4	11	11	8.31	5.5	67.59559289
1558.015326	2	1	6	14	1.75	8.7	139.6896811
1006.775579	1	2	7	25	4.4	8.84	64.7936918
1258.717205	3	3	6	11	3.2	4.51	120.9795237
1844.888251	2	4	5	24	6.01	5.13	172.0515997
1558.735726	1	1	24	28	1.76	4.22	127.5421151
1092.587741	5	2	8	8	0.57	4.55	113.8342362
843.5231098	2	4	26	4	9.89	8.96	76.60376304
339.2738395	1	4	12	3	9.19	7.9	33.37108246
912.3386723	4	4	6	11	10.65	1.35	100.2378642
1115.547904	4	3	7	15	9.94	6.14	100.5617827
805.1281891	1	1	21	8	1.8	9.96	87.51287122
1147.497213	3	1	16	24	4.44	6	104.7538281
1230.740753	3	4	16	2	2.03	7.88	116.7641134
1110.057607	2	4	15	20	12.66	7.71	109.8060156
939.9989677	4	4	21	2	11.23	3.57	104.4100863
1267.461869	3	2	1	25	3.1	3.78	123.2128802
1376.77626	3	4	29	17	5.19	7.27	134.6655139
763.840369	4	3	7	16	14.5	5.05	79.84144983
1764.372952	5	1	16	27	8.95	5.75	151.8747459
1160.564747	3	3	12	9	12.04	7.16	110.4768087
1207.539849	1	4	17	1	4.04	7.8	115.5228218
1483.285769	2	2	23	23	3.23	2.79	135.6759093
1293.286453	3	4	27	10	11.78	1.55	123.2296449
1581.254654	3	4	21	23	10.32	2.99	139.3239554
1314.849666	5	4	27	2	10.25	5.12	125.1716452
955.0250501	1	4	9	22	8.33	3.49	84.56195967
1344.60141	2	4	1	22	8.5	5.73	121.0302495
742.5095171	3	1	1	1	11.06	0.63	96.61350192
1243.423882	2	3	26	8	4.12	5.15	125.2035707
1186.708004	4	2	13	18	5.36	3.74	110.2658179
1116.753257	3	4	15	1	13.09	5.39	100.6734843
1148.584995	3	2	6	27	4.7	4.28	107.9971784
447.2603818	4	1	20	18	8.24	2.91	45.11535395
980.5100369	5	3	20	1	10.57	9.05	101.3320347
1237.13796	3	4	23	14	15	1.93	106.9457757
1263.942557	2	1	11	23	6.59	6.85	100.9415367
788.9299436	1	1	27	20	6.48	9.25	68.29961881
1706.283136	2	3	22	2	12.65	5.43	130.080273
853.5300607	5	4	27	4	12.1	8.78	109.6849041
1587.78288	1	3	13	10	10.99	1.34	134.7212686
1370.877745	2	3	24	26	7	4.99	111.9373961
941.5090761	2	2	3	23	4.93	4.62	94.08632864
1910.124357	4	2	25	6	9.17	0.18	177.5994475
722.5452673	5	3	3	5	13.16	4.49	74.45105958
1567.661669	4	2	17	13	13.27	3.75	125.7705978
1600.232927	1	1	2	28	1.72	6.73	136.5250815
931.7519164	4	3	0	0	6.48	9.39	110.8495279
1756.98612	5	4	16	25	7.02	0.95	166.7444047
1099.981394	3	4	6	16	14.67	3.34	114.9357601
1315.477452	3	1	29	16	10.2	4.5	114.7565056
1304.128736	1	4	15	13	6.17	4.61	132.0183477
1146.276503	3	4	29	9	0.49	7.77	112.824444
1524.323309	4	3	4	29	8.52	4.49	126.8319033
1517.395488	1	1	18	7	1.53	0.37	133.623146
500.5872107	5	3	6	7	12.53	7.13	60.81133317
1721.736097	1	1	13	13	11.31	8.86	145.0897564
535.0032048	1	3	1	6	6.96	5.19	59.22968728
1613.018482	2	3	2	5	6.5	5.85	140.4690517
1650.682055	2	2	16	3	13.47	1.71	144.1341535
763.6134279	1	4	15	0	4.4	2.28	81.70455639
1035.674285	3	1	7	14	3.81	2.43	94.30036164
757.7181326	2	4	17	24	14.09	4.36	64.42403296
1114.031588	5	2	14	14	12.16	9.29	104.1899659
1076.786286	4	1	6	0	12.33	5.27	97.47411673
1511.864213	2	2	26	19	3.01	2	129.4734968
1724.123498	1	4	8	2	2.24	2.73	172.2038456
1758.273524	3	3	5	22	0.49	3.9	169.1880405
975.1327894	4	2	17	4	3.63	6.27	117.0753104
1116.311251	2	2	17	4	11.64	4.46	97.93138241
526.6247231	3	3	24	3	3.68	3.99	61.14462065
877.6519734	3	4	25	16	10.96	5.69	80.7691365
1585.940653	3	2	23	20	3.85	2.49	156.5363923
1846.233129	1	4	13	19	5.99	0.88	146.3026064
706.2604512	5	3	13	13	14.75	0.34	95.47594495
963.0142963	3	1	13	25	3.75	2.59	79.86754727
1189.437697	4	2	24	28	5.71	1.01	122.2917809
1312.064464	2	4	3	7	4.59	3.43	120.0085716
876.158592	4	3	3	1	1.73	7.75	99.36500686
1369.624418	1	3	14	7	7.4	7.19	99.8631831
1010.464261	1	2	14	0	5.74	6.15	113.5671265
1194.219092	4	1	17	28	10.45	8.54	105.9138348
1418.513699	5	2	13	3	12.28	2.89	147.2700811
1202.568908	1	4	25	18	8.21	8.86	97.33683441
1025.445644	1	3	0	4	0.58	4.05	95.792108
1156.156078	4	1	9	28	9.32	4.07	109.8177923
1164.654816	1	4	28	4	0.93	4.11	106.7371394
1051.995588	5	2	19	20	9.28	1.07	106.4963784
1096.481575	5	3	9	27	10.31	9.76	90.53122483
1839.458868	5	2	9	19	3.05	1.47	180.0601939
1424.367779	2	1	26	23	12.31	3.47	93.73229469
1081.807873	5	1	23	18	13.68	3.26	86.71484209
1478.781762	5	1	1	11	12.21	0.84	131.8803464
1066.472204	2	1	28	19	4.65	1.61	103.0973071
1669.249855	3	1	27	0	8.84	0.54	150.1868113
1347.856877	1	2	26	6	13.73	2.99	121.7965334
1157.079142	5	1	7	16	4.88	8.68	129.7733142
1379.08677	1	1	0	1	12.32	3.46	112.1885103
571.6495392	4	3	0	10	0.24	1.32	68.60348893
749.2930124	1	1	3	6	0.15	6.49	84.22824056
722.4299974	2	3	6	16	11.42	9.97	46.69873808
1257.177238	1	3	8	26	11.45	2.4	91.88154198
1893.006	1	3	15	2	11.86	2.87	145.9018373
2092.520058	1	2	4	28	13.96	9.72	164.5052519
1455.220441	3	2	1	21	1.86	1.87	143.9104921
1400.33779	3	4	27	5	3.56	5.16	159.3098804
479.5769063	4	4	22	21	13.57	2.47	52.19359641
982.9304801	2	3	10	10	2.74	9.33	88.64268682
884.8864992	1	2	17	28	10.27	9.82	57.3628136
951.6609607	1	1	24	17	8	8.17	61.16916911
1132.742473	1	4	24	17	1.34	3.22	124.2219156
1011.163769	1	2	18	21	4.35	4.09	121.6674406
408.2800758	3	1	12	9	7.85	2.5	42.50428809
1499.164102	4	1	23	4	12.8	8.92	139.364109
770.9027897	5	2	10	29	10.64	9.15	71.52933192
1295.698746	2	4	19	22	9.37	4.25	119.4293039
2029.633068	1	2	18	22	7.49	6.6	173.6996323
832.2461634	4	4	16	20	4.55	1.74	85.29677938
300	5	3	4	23	1.88	4.41	50.93009448
1085.598311	4	2	12	25	6.2	6.35	114.8594205
1640.383854	3	2	29	21	0.52	3.92	158.0590573
1983.338982	5	4	26	14	3.24	3.64	200.140316
708.1801622	4	4	19	20	6.54	0.11	90.81525138
1398.679689	3	2	0	19	6.34	8.06	130.4172902
1013.875817	4	1	9	22	0.76	8.9	111.6556996
1157.620658	4	1	7	3	8.88	9.7	118.231389
2257.737339	5	1	23	20	8.29	7.22	197.3877203
598.8118686	3	3	28	20	1.26	5.53	74.49931333
1301.495865	1	3	7	0	14.15	2.77	113.2493792
1387.077269	2	4	18	14	1.58	9.99	123.6167445
1634.31453	5	3	5	16	12.84	5.94	151.0688879
1239.193261	3	1	11	18	0.1	6.84	116.4053554
1323.220216	4	2	27	13	13.25	6.86	101.9886977
1043.340573	3	3	6	26	0.39	8.47	109.9725954
1307.650776	2	3	15	18	11.39	0.2	125.2286966
1062.72309	2	1	8	17	5.49	2.28	101.5439362
1448.628756	1	3	20	27	11.1	6.69	121.5653587
1052.155866	1	4	24	1	6.09	8.96	99.43737789
1350.840158	2	2	21	5	1.16	6.88	124.5304715
1188.294875	5	1	9	12	11.54	4.19	124.3526437
1650.4201	5	4	9	16	1.16	3.68	161.1097736
1179.442511	4	1	9	5	13.84	7.41	96.38499659
490.7870127	1	4	19	20	0.86	7.44	58.76034829
1704.7686	4	2	28	21	7.24	6.11	157.51312
837.7070797	1	2	15	4	10.87	2.99	84.88129097
938.4934645	2	4	0	6	5.96	9.26	77.41505366
961.7354824	5	4	16	0	3.34	5.56	119.5054162
1749.775237	5	4	29	12	11.41	7.93	154.6423518
345.7303144	2	4	25	18	11.79	2.22	48.28736728
2455.099413	4	4	20	21	13.85	3.51	226.8174436
1622.422724	4	4	28	0	5.7	8.76	167.9907747
1289.295566	3	2	13	12	7.64	0.6	117.9171667
1178.0424	1	4	18	10	5.51	5.17	103.0095405
1314.22163	4	3	20	26	3.93	4.87	123.4074444
1408.448971	2	2	20	6	11.29	7.54	112.6846738
1458.086234	4	1	16	19	5.16	2.89	135.0504873
1422.241786	5	2	13	2	6.48	2.27	141.6786887
1235.832273	1	1	7	25	6.11	9.27	80.8020907
1121.064632	3	1	20	24	10.72	5.76	97.01963483
1139.490687	1	3	20	0	13.78	1.14	107.2894951
1122.036688	5	4	8	7	10.03	2.01	141.613135
1653.508039	5	4	7	16	7.13	9.99	155.4007056
1437.422689	5	2	12	12	11.71	2.04	120.4077685
300	5	4	16	13	9.65	6.14	61.16101423
1462.360311	2	3	18	4	1	4.26	153.6583874
1277.894478	3	2	27	25	1.53	8.87	128.2195746
1192.516497	5	2	6	23	0.66	7.58	137.7585632
1044.592619	5	2	16	21	6.91	6.01	120.8227168
1649.645088	4	4	0	22	12.41	0.21	143.1438426
1579.010585	3	4	4	26	4.76	8.81	158.0416223
890.8489329	1	4	24	23	5.82	4.5	77.90356158
1362.820915	3	2	5	28	13.65	9.32	115.1740415
811.3373062	3	2	25	5	12.57	5.01	81.9099117
648.1527341	3	1	1	26	10.01	6.97	44.53672768
949.3131102	5	1	26	21	4.08	0.79	114.5206323
1544.957389	5	4	24	26	1.84	7.48	149.843576
1581.250018	2	2	15	5	0.34	3.45	170.4197457
1405.234168	1	4	21	20	1.69	3.58	121.8943015
1490.038315	4	4	4	7	4.46	1.27	146.2905538
1406.471315	3	1	4	12	8.32	1.55	121.6649991
943.4073619	1	3	11	17	1.05	1.94	108.1126017
1372.769018	1	4	2	22	2.13	3.35	109.9135221
1520.16381	2	3	29	3	2.8	8.93	152.7397695
1501.716532	4	3	15	16	9.52	3.75	160.0369276
1675.565349	3	2	5	28	9.28	7.27	137.3994107
1483.321539	4	2	14	4	8.31	0.92	143.0268593
1340.579283	2	4	14	2	3.83	5.95	134.6893022
1628.060095	5	1	28	3	5.63	4.87	149.868716
1189.391496	1	1	15	22	1.54	9.78	123.961962
847.2501395	3	4	19	4	3.47	8.48	103.5301155
1134.773214	5	4	12	13	13.48	4.6	104.2206976
902.0389421	2	1	11	14	14.7	7.77	61.23523967
929.92869	4	3	9	19	9.75	2.01	97.3776331
1142.192532	1	4	13	16	13.76	5.67	81.38316748
883.0320316	3	3	1	5	9.68	0.84	79.8113516
1076.815388	5	4	28	26	0.59	3.55	124.5349119
442.5541332	5	4	2	9	14.95	2.34	73.15231405
